APPLICATION_NUMBER,TARGET
123602606,0.088952206
123455879,0.54080117
123601295,0.59116566
123538958,0.3657475
123462587,0.12463548
123677363,0.3560229
123644689,0.11476067
123577809,0.091156006
123462593,0.17422123
123639102,0.11703897
123611080,0.17925477
123669243,0.45905837
123450935,0.119649485
123678610,0.645841
123673769,0.19101574
123615898,0.5479243
123579560,0.18386698
123659815,0.06953784
123543624,0.09151823
123699678,0.10547305
123431269,0.10295663
123707544,0.1344388
123681853,0.28254414
123429058,0.19163518
123588610,0.64060587
123590900,0.101633124
123507575,0.14066379
123698605,0.5288229
123564683,0.4358299
123540755,0.38293284
123642649,0.45187214
123533582,0.17053133
123549528,0.08267733
123661951,0.13354331
123660285,0.63919216
123656929,0.45615909
123503600,0.25556737
123707699,0.6254788
123661001,0.138781
123608825,0.18313342
123693693,0.86796856
123486091,0.6555697
123703910,0.24240558
123425443,0.3473092
123484321,0.09219981
123559404,0.6408373
123504246,0.25377792
123477217,0.17953512
123689685,0.63535684
123523123,0.45869386
123459313,0.28667682
123520611,0.31640908
123427062,0.2387039
123559891,0.7307614
123613692,0.2820414
123656988,0.07483264
123703706,0.35421893
123551214,0.43382832
123615994,0.093093574
123688273,0.1532608
123666976,0.4782537
123513114,0.63123137
123604250,0.23744723
123654082,0.1275366
123636224,0.8530018
123549108,0.14427789
123672991,0.44721186
123687822,0.37529695
123464046,0.115540676
123695595,0.22348234
123671167,0.49421206
123603658,0.10319945
123513251,0.36391217
123710906,0.35256794
123675318,0.1180404
123463870,0.40418437
123607824,0.4274029
123472971,0.10521853
123690383,0.60200965
123636762,0.48097995
123524861,0.36391217
123490002,0.039470542
123587773,0.2521205
123466912,0.58395696
123708859,0.21058844
123518418,0.46244133
123719527,0.5207001
123642704,0.07729114
123555993,0.36391217
123590906,0.13986735
123484942,0.5759129
123628018,0.18126157
123462260,0.15892598
123484840,0.25571397
123563842,0.40460938
123433369,0.08269996
123726753,0.15359758
123516134,0.8428829
123686218,0.6071134
123553259,0.18951334
123497350,0.31452817
123584871,0.13018115
123712125,0.068830706
123484061,0.36391217
123625893,0.36391217
123646920,0.264972
123451446,0.10210849
123442361,0.56725883
123641678,0.42658466
123633617,0.13889474
123680919,0.3560229
123497969,0.6098822
123483126,0.15395641
123495547,0.1589827
123688483,0.25361654
123502232,0.30967972
123689548,0.2200136
123502280,0.2608363
123487175,0.6510366
123547383,0.09238539
123506275,0.36391217
123717674,0.41243336
123583718,0.3369149
123686611,0.6883688
123643251,0.117177
123595365,0.12446535
123683581,0.19275452
123479608,0.23527516
123455648,0.13903072
123715984,0.3598209
123466804,0.18686411
123677928,0.62271935
123437685,0.20568533
123545142,0.6899689
123683585,0.35072047
123589632,0.10624371
123675679,0.047885306
123718435,0.3993991
123585349,0.38648638
123541700,0.36391217
123455139,0.3938125
123708637,0.35421893
123474266,0.36391217
123541029,0.25091857
123568092,0.36391217
123508233,0.36391217
123504509,0.426078
123447772,0.5505794
123698273,0.3899754
123611178,0.24689189
123504186,0.2521205
123672763,0.6120219
123455628,0.53884315
123641502,0.06709775
123643766,0.10686227
123472157,0.18763216
123552163,0.35604343
123489059,0.6235618
123681260,0.3560229
123726514,0.36352313
123561588,0.16060145
123549881,0.28541356
123591467,0.36391217
123500488,0.48555064
123648638,0.36248308
123674636,0.3560229
123662102,0.12446183
123575264,0.06994601
123529009,0.7238282
123608559,0.11737291
123485249,0.15751345
123681243,0.059735693
123446133,0.044109616
123660290,0.4013286
123555612,0.09406778
123628689,0.07610808
123701642,0.3095003
123449748,0.36570254
123698107,0.6044518
123428876,0.0940288
123512528,0.44789827
123426953,0.3473092
123622629,0.06556815
123606664,0.46132284
123704197,0.47755387
123728712,0.035129342
123432742,0.37161112
123522497,0.73416436
123572320,0.060754105
123723551,0.36115506
123697955,0.364021
123672276,0.41170025
123549105,0.47979835
123603391,0.36700356
123638144,0.14170776
123700677,0.19505626
123514036,0.2501991
123646327,0.52003723
123503794,0.19239704
123662732,0.15281658
123598450,0.15434016
123660430,0.4436598
123472390,0.07302317
123580504,0.35605618
123456003,0.405175
123560738,0.35676157
123502102,0.1776385
123511260,0.53686345
123682993,0.29629818
123675526,0.14725351
123536093,0.42554298
123708572,0.1673341
123474070,0.40022433
123446701,0.86358047
123600179,0.36391217
123503541,0.26747954
123659318,0.48047885
123487844,0.54797727
123520561,0.5221226
123710379,0.23725216
123531572,0.20960239
123721710,0.36115506
123474989,0.35554767
123562118,0.39957556
123614083,0.49473706
123469707,0.049467877
123697586,0.25073856
123701436,0.16281657
123429123,0.16725506
123506473,0.47852793
123497814,0.36391217
123641541,0.36248308
123662084,0.12517141
123687027,0.36574712
123597400,0.36391217
123479695,0.36391217
123724131,0.36115506
123728483,0.41526413
123651501,0.12033499
123560993,0.07753923
123460330,0.42523426
123500844,0.030856077
123481830,0.16230033
123688931,0.12303357
123458045,0.48007187
123548288,0.14426975
123712411,0.34439301
123534032,0.33895788
123590530,0.7898567
123539826,0.34809953
123462257,0.18383425
123516883,0.36391217
123462841,0.36391217
123682283,0.3644907
123605712,0.36391217
123712724,0.5172979
123611258,0.08509771
123713754,0.07763838
123656940,0.1979838
123460399,0.85577816
123548908,0.17960876
123607111,0.0767598
123648829,0.21917069
123489790,0.36391217
123516591,0.2356779
123715652,0.04376592
123667136,0.8020557
123426441,0.10980233
123567100,0.18432401
123636640,0.051099937
123683319,0.3676
123480631,0.6568426
123452366,0.7666994
123593673,0.6731249
123484710,0.36391217
123447029,0.48610517
123512390,0.36391217
123655783,0.34619975
123503839,0.108603485
123524459,0.22570522
123692537,0.19293796
123674493,0.3560229
123626995,0.23590414
123646065,0.1279583
123588860,0.30794483
123490970,0.12673971
123460998,0.719538
123592408,0.28841278
123668387,0.35998404
123458611,0.1845005
123683945,0.3346291
123431278,0.6471965
123624516,0.41110903
123725812,0.27544263
123484993,0.48225364
123617117,0.13462219
123700209,0.13351002
123640339,0.29986316
123623221,0.4609068
123474436,0.7693132
123424224,0.10318478
123603341,0.04881169
123427002,0.6493421
123511220,0.2521205
123495861,0.06816536
123472896,0.09712716
123683272,0.077765584
123446981,0.67862344
123445284,0.21450423
123723277,0.09375382
123513384,0.4878206
123497583,0.05031681
123593403,0.24475096
123711622,0.119920805
123557983,0.21958171
123560199,0.23170353
123497169,0.36391217
123706240,0.1860302
123441885,0.5412641
123577895,0.29795668
123434208,0.37134835
123667148,0.353224
123677646,0.3923301
123615438,0.026183028
123465339,0.45803386
123723129,0.3012715
123711723,0.09197343
123549425,0.55769014
123632916,0.386409
123489359,0.3311798
123471284,0.24379167
123490149,0.11915157
123513904,0.36391217
123661331,0.33478624
123651707,0.36248308
123431964,0.19228113
123561580,0.36391217
123423914,0.3473092
123525517,0.5538496
123694116,0.2522092
123545478,0.19549417
123460486,0.23054448
123617285,0.5624407
123683345,0.1253736
123563520,0.29128465
123545623,0.2521205
123659708,0.12114997
123487408,0.20086774
123430381,0.3473092
123686050,0.5152581
123466023,0.83835596
123496372,0.2995491
123710487,0.24633698
123523278,0.3326895
123563801,0.36391217
123594630,0.48632634
123591505,0.09083536
123627606,0.18369251
123562845,0.16152628
123500129,0.050699536
123525504,0.120989256
123545896,0.2521205
123598432,0.24839315
123694370,0.07124739
123470914,0.3948031
123725230,0.5778145
123638132,0.2026752
123501810,0.21617906
123687802,0.086524986
123520410,0.12370112
123625340,0.36391217
123563024,0.3775541
123430624,0.17278297
123723356,0.26191396
123653832,0.18365179
123483475,0.36391217
123481395,0.36391217
123520795,0.36391217
123615551,0.38918626
123661703,0.07898022
123705089,0.2114331
123506782,0.22735369
123513967,0.27178046
123711665,0.2681125
123644552,0.61013705
123574590,0.36391217
123645220,0.08948889
123677049,0.3560229
123622217,0.26325232
123655170,0.56541485
123696520,0.15804444
123523436,0.36391217
123468901,0.36391217
123553957,0.117817804
123606581,0.062167715
123662951,0.086046174
123593521,0.3311309
123702554,0.06676666
123634317,0.51540434
123431145,0.3473092
123500453,0.46171
123685563,0.35072047
123615634,0.08875621
123502153,0.36391217
123664077,0.2608612
123708177,0.20597097
123682256,0.13285306
123588341,0.079526745
123511184,0.36391217
123429269,0.54506093
123498521,0.25310993
123537586,0.423604
123681117,0.24221252
123596493,0.0585747
123658300,0.23779267
123709501,0.10534893
123496273,0.26718304
123723019,0.2640862
123482318,0.5510324
123526259,0.10409331
123705779,0.35421893
123667833,0.50437254
123603271,0.13942418
123458013,0.23787887
123632008,0.15490845
123497510,0.23186211
123464710,0.22690551
123450887,0.23008524
123640299,0.30157354
123506424,0.114573404
123692166,0.66619825
123722872,0.108156525
123469741,0.3040927
123721822,0.1232611
123479322,0.090483926
123560630,0.07773299
123690135,0.3912413
123637633,0.35258192
123710903,0.03617852
123628953,0.36391217
123717785,0.25493386
123712076,0.6861206
123440716,0.42098197
123498192,0.21473949
123647650,0.58581626
123719236,0.27069685
123610273,0.09771424
123551965,0.3730782
123445344,0.36570254
123608326,0.30741122
123646851,0.36224774
123592537,0.34778047
123588283,0.37691832
123662168,0.08020919
123535110,0.06792664
123702226,0.27459347
123624818,0.10857618
123559225,0.36391217
123692570,0.17305407
123684868,0.21646999
123672752,0.1525772
123656030,0.36248308
123665331,0.12712422
123485254,0.2526684
123563802,0.26480862
123681456,0.05459941
123448002,0.081242226
123427456,0.08710054
123591217,0.36391217
123613415,0.29004768
123553837,0.36391217
123681130,0.2314541
123719358,0.25907654
123622820,0.15808836
123543843,0.30384868
123485796,0.25979427
123682895,0.25321805
123446003,0.2142327
123466339,0.221084
123653342,0.26490414
123432760,0.57651997
123717479,0.6717019
123538412,0.30400857
123690927,0.17137758
123528739,0.1729826
123625962,0.6477767
123645363,0.20439847
123508617,0.4805062
123455450,0.04390857
123539196,0.34336215
123728144,0.5074963
123622702,0.24504638
123640741,0.09863684
123680812,0.14994223
123702168,0.0870247
123687171,0.2438142
123611957,0.36391217
123483404,0.19379424
123625287,0.31160435
123462798,0.14583448
123505170,0.11547914
123484538,0.36391217
123685886,0.631752
123531897,0.82615733
123559443,0.44273555
123673349,0.35738647
123624051,0.09251325
123681003,0.24115707
123513409,0.12457054
123701394,0.479653
123480096,0.36391217
123705345,0.5474108
123712856,0.08694815
123648649,0.06912699
123666212,0.6644067
123571097,0.09882426
123435811,0.3998724
123478450,0.30906188
123667608,0.5159678
123721307,0.47792345
123587981,0.2692604
123613525,0.12266305
123707621,0.24426152
123667583,0.35998404
123498755,0.752485
123620409,0.41669127
123570958,0.33876598
123429920,0.5996884
123532534,0.36391217
123443310,0.45606777
123672562,0.11371685
123633744,0.041269176
123500529,0.36391217
123523887,0.25585476
123484387,0.36391217
123604630,0.28542084
123565692,0.14514731
123540898,0.19998483
123645888,0.36248308
123519541,0.21207279
123564581,0.48860857
123503368,0.41128433
123596015,0.27200365
123445358,0.74487185
123610988,0.36391217
123711095,0.2813337
123437761,0.2336682
123430796,0.2387039
123538507,0.36391217
123719796,0.36115506
123586990,0.36391217
123503459,0.20555533
123524785,0.3196207
123535311,0.31245732
123441137,0.24025181
123457332,0.37954566
123469710,0.18259387
123622591,0.13652389
123543042,0.717158
123684355,0.79649043
123467301,0.25248572
123573461,0.32411674
123569617,0.055181038
123559306,0.2648146
123613245,0.077933356
123622845,0.35844192
123503443,0.16326189
123566575,0.18192333
123684269,0.16382544
123673910,0.5233714
123515000,0.0640474
123721433,0.36115506
123464374,0.220854
123484635,0.6879525
123518190,0.37771598
123494279,0.36391217
123432539,0.3473092
123606566,0.19445787
123569415,0.43603987
123525573,0.10635442
123626449,0.3166818
123484944,0.2603916
123658126,0.14107335
123682788,0.20602764
123488689,0.36391217
123599820,0.12808958
123503635,0.41658124
123653316,0.36248308
123729002,0.23397937
123636260,0.08078993
123556742,0.19711663
123609994,0.36391217
123504935,0.1286659
123568556,0.36391217
123461557,0.3780963
123718353,0.36115506
123477634,0.47950712
123488922,0.41996986
123511328,0.20444725
123451298,0.5123359
123647843,0.18202595
123723230,0.4444339
123469512,0.16018672
123712495,0.19054228
123567727,0.36391217
123531976,0.3233589
123689093,0.36574712
123652390,0.17680284
123438214,0.48485532
123427015,0.3473092
123620700,0.36637822
123460980,0.07336339
123510475,0.027415449
123583795,0.090043895
123611575,0.36391217
123635551,0.22431478
123471116,0.055120967
123473869,0.5440031
123600664,0.13797528
123443238,0.28782758
123448663,0.4126377
123612156,0.4011892
123564264,0.55789804
123700636,0.12431112
123500755,0.16195108
123539851,0.23812234
123709208,0.1859441
123634565,0.36391217
123704199,0.35421893
123677517,0.06378634
123641308,0.57177854
123575475,0.34576598
123477344,0.16263512
123639162,0.20653632
123464061,0.36391217
123718022,0.36115506
123580721,0.0903158
123730553,0.26141247
123702949,0.35421893
123582560,0.36391217
123681224,0.3560229
123536012,0.36391217
123553977,0.5605282
123509498,0.36391217
123575303,0.25511464
123663659,0.254959
123642468,0.36248308
123551379,0.42488512
123690274,0.3486039
123582933,0.16310725
123704434,0.35421893
123543153,0.3777489
123611592,0.1930718
123471822,0.28946322
123521368,0.28084368
123567205,0.24932626
123553343,0.36391217
123665258,0.3975977
123536194,0.055735078
123550743,0.342718
123426016,0.078880936
123463965,0.65101254
123679861,0.46090585
123485456,0.17319304
123527072,0.34548467
123563372,0.04096325
123698307,0.031498775
123425312,0.5092914
123443252,0.47965178
123424754,0.14901997
123622070,0.36575913
123589723,0.4262196
123690404,0.36002517
123538450,0.24367343
123571351,0.10179457
123646602,0.36248308
123678235,0.10169102
123610129,0.16540086
123696830,0.22405133
123560045,0.18527997
123677875,0.3560229
123552394,0.46653122
123575490,0.36391217
123498168,0.23946275
123526069,0.095219284
123441936,0.6136317
123543604,0.26281583
123713377,0.35556304
123612016,0.3678861
123458250,0.06382902
123555717,0.36391217
123507063,0.5631415
123696736,0.18779142
123671624,0.0658786
123472799,0.50510734
123434930,0.17449105
123537945,0.21284176
123651729,0.37917313
123661825,0.15852435
123716415,0.5410965
123548301,0.107015446
123703133,0.13178134
123645430,0.36248308
123551462,0.3795454
123635652,0.50361025
123674535,0.24571857
123541903,0.16702245
123584524,0.1014165
123717038,0.36115506
123496222,0.3288182
123601177,0.34023863
123726084,0.32059634
123510439,0.038108375
123679886,0.3436032
123663564,0.40244064
123569677,0.17251594
123493134,0.22677849
123561599,0.1379246
123447534,0.36570254
123571650,0.4633902
123638402,0.36248308
123663134,0.3673304
123458923,0.16561379
123595360,0.322126
123441018,0.25619128
123478328,0.7431665
123634304,0.17154655
123452887,0.7654731
123568020,0.21505497
123579837,0.33302993
123496691,0.36391217
123681725,0.15951228
123437468,0.039066173
123547768,0.4581122
123684987,0.24144307
123436520,0.33739412
123594456,0.38746458
123724413,0.55181324
123619548,0.36391217
123693063,0.1925589
123587438,0.36391217
123424744,0.6320419
123446829,0.12494574
123605167,0.04510189
123670729,0.12136999
123720007,0.129704
123452160,0.15173934
123524213,0.32341677
123503897,0.3516932
123727947,0.109481335
123641100,0.36248308
123599939,0.26599935
123542826,0.30202264
123551425,0.16911292
123433780,0.41549274
123482710,0.36391217
123515655,0.6462288
123445733,0.36570254
123449709,0.36570254
123520353,0.28736928
123498086,0.25349033
123455891,0.28396225
123481995,0.15996633
123537350,0.36391217
123697606,0.3721935
123671367,0.3844508
123617348,0.36391217
123617098,0.15644602
123488818,0.3039099
123462169,0.3381004
123629612,0.49502712
123524642,0.07737554
123467152,0.32173413
123581387,0.56642383
123599167,0.36391217
123646472,0.52866244
123575630,0.23359351
123650661,0.35945117
123557073,0.38189942
123721093,0.32650527
123621593,0.17588514
123592738,0.15783253
123722042,0.10601549
123500072,0.36391217
123663330,0.23798518
123519511,0.36391217
123448037,0.36570254
123513616,0.45981443
123603051,0.11135905
123533015,0.17974344
123464390,0.1286165
123682858,0.1856672
123622200,0.17708547
123585250,0.43119654
123680236,0.11924363
123672432,0.18016738
123605691,0.26475093
123724856,0.36352313
123612763,0.36391217
123594350,0.757393
123715455,0.02278596
123604536,0.09087418
123531918,0.017422793
123505482,0.2734774
123686854,0.07132723
123643369,0.33096397
123485069,0.61174434
123641907,0.34460795
123629633,0.0724859
123691622,0.5047722
123435104,0.62216777
123598286,0.32125518
123552575,0.22799264
123515065,0.33983523
123713098,0.14382936
123686226,0.15450057
123494091,0.47300267
123580865,0.36391217
123499257,0.14631164
123592715,0.031205282
123722021,0.12692875
123517539,0.11038187
123659626,0.14190191
123542181,0.29701883
123669622,0.3560229
123693278,0.2717413
123619825,0.27752733
123431188,0.17068994
123640966,0.21278682
123713721,0.42834774
123450286,0.20812194
123632957,0.19074549
123544800,0.10894907
123681029,0.44524765
123492598,0.16872104
123559161,0.14847139
123586562,0.25548062
123501044,0.40289003
123711790,0.600902
123542242,0.44900185
123686806,0.04683773
123682609,0.051003188
123474533,0.17233582
123499844,0.5027498
123617630,0.36391217
123435099,0.73942083
123654049,0.47382975
123467373,0.28126383
123634739,0.25654107
123677929,0.27566883
123639692,0.36248308
123714860,0.17423558
123568321,0.7834488
123616345,0.5024825
123655803,0.56665987
123719420,0.3102302
123517286,0.2639014
123460457,0.044755798
123704907,0.054149438
123564284,0.20679337
123650072,0.36248308
123439708,0.3626315
123644487,0.38203984
123653776,0.08423265
123607738,0.2646819
123470707,0.09481198
123498200,0.1701443
123559397,0.36391217
123618608,0.09751815
123599222,0.2521205
123608428,0.12649447
123459389,0.020522285
123685381,0.31951264
123640229,0.36248308
123514370,0.12657014
123558009,0.2017262
123522229,0.082329735
123610401,0.36391217
123728199,0.2712953
123424359,0.14780763
123512557,0.36391217
123437309,0.20405242
123545832,0.27096388
123645646,0.41783968
123546541,0.36391217
123608863,0.107017405
123466055,0.36391217
123575367,0.36391217
123543811,0.33659124
123578740,0.43001565
123462525,0.21790639
123461898,0.2053044
123684371,0.11019276
123714115,0.2809801
123648785,0.36248308
123544067,0.2971793
123566288,0.43567544
123682716,0.2341266
123550072,0.15957974
123617427,0.36391217
123680499,0.6892358
123661679,0.34693673
123552622,0.38673273
123526415,0.36391217
123576504,0.046429567
123558594,0.73387426
123700563,0.4302597
123675195,0.5262402
123518967,0.3498435
123454967,0.10087709
123536863,0.36391217
123443999,0.65678465
123437704,0.3488657
123519371,0.16345489
123656876,0.33674103
123706479,0.061259862
123665108,0.1987407
123722914,0.42040554
123636109,0.18517081
123516475,0.31891757
123719752,0.067883134
123456353,0.3716333
123681949,0.4548819
123503768,0.36391217
123706299,0.16172236
123709020,0.26999545
123478420,0.09340485
123588875,0.33191842
123594248,0.21208636
123435070,0.301084
123577164,0.36391217
123424782,0.111278996
123692754,0.36002517
123675802,0.15638904
123571799,0.54231966
123453102,0.3716333
123660072,0.67659676
123626069,0.5548103
123561277,0.39696038
123563105,0.30200303
123555692,0.28786653
123573924,0.7526225
123467677,0.03221212
123535866,0.2704189
123497837,0.44007668
123707466,0.03446317
123504910,0.46236333
123727170,0.08154059
123532950,0.16608307
123663176,0.19711216
123502023,0.36391217
123438915,0.3488657
123572066,0.3355615
123506840,0.6614543
123450176,0.24417433
123708351,0.63141173
123645674,0.36248308
123563552,0.39850566
123519213,0.2521205
123642710,0.65701497
123716296,0.49877515
123450384,0.5222511
123706294,0.33449137
123504896,0.26844037
123481356,0.15156893
123584186,0.15553454
123577770,0.23491974
123447903,0.25421757
123583501,0.4289291
123628567,0.26058108
123487921,0.31604415
123473001,0.32231295
123494046,0.36391217
123648468,0.410903
123447339,0.3310666
123713816,0.14852078
123718977,0.19759236
123427535,0.07537923
123689824,0.18774875
123599898,0.18380202
123504156,0.42119128
123529847,0.44901332
123505067,0.39456785
123668253,0.27740064
123554210,0.40689653
123629703,0.48606834
123571990,0.36391217
123641368,0.08320771
123562416,0.57962054
123543756,0.2521205
123614679,0.25942698
123626203,0.32027173
123585438,0.22025456
123569915,0.18446985
123517587,0.181699
123461923,0.36391217
123614190,0.3422697
123452958,0.20225526
123607658,0.53456336
123497029,0.18240118
123490253,0.114709444
123435466,0.3473092
123588725,0.27992532
123720237,0.5364018
123658526,0.1576821
123644403,0.2620409
123567443,0.14866409
123571867,0.67370164
123634861,0.28935054
123570330,0.21956082
123681918,0.30207196
123633620,0.24973762
123465694,0.054523394
123643215,0.09505432
123533333,0.35457358
123586487,0.21680333
123450561,0.19978592
123503780,0.2521205
123609923,0.36391217
123623516,0.16801046
123595209,0.36391217
123628764,0.49989906
123652222,0.44013062
123659291,0.35998404
123573838,0.42649314
123495147,0.36391217
123555215,0.46975496
123525587,0.36391217
